date,geartype,hours,lat,lon,vesselIDs
2015,set_gillnets,1.0475,55.1,-5.3,1
2015,trawlers,2.924444444444444,56.1,-5.5,1
2015,fishing,88.7788888888889,55.2,-5.4,1
2015,fishing,0.9422222222222223,55.2,-4.9,1
2015,pots_and_traps,1.1755555555555555,55.3,-4.9,1
2015,trawlers,0.8425,56.1,-5.2,1
2015,trawlers,3.884722222222222,55.1,-5.6,1
2015,trawlers,1.1086111111111112,55.3,-5.6,1
2015,fishing,2.4575000000000005,56.0,-5.1,1
2015,fishing,43.40138888888889,55.9,-5.0,1
2015,set_gillnets,0.5319444444444444,55.9,-4.7,1
2015,trawlers,5.770833333333332,56.0,-4.8,1
2015,fishing,5.550277777777778,55.1,-5.2,2
2015,trawlers,10.624444444444444,55.9,-5.1,1
2015,fishing,76.36999999999999,55.2,-5.5,2
2015,fishing,4.802777777777778,55.1,-5.4,1
2015,dredge_fishing,2.138888888888889,55.2,-5.0,1
2015,set_gillnets,48.94833333333332,55.9,-4.9,1
2015,trawlers,29.035833333333336,56.0,-4.9,2
2015,fishing,2.3227777777777776,55.2,-5.6,1
2015,set_gillnets,77.3411111111111,56.0,-4.8,1
2015,dredge_fishing,0.5463888888888888,55.5,-4.7,1
2015,set_gillnets,2.850833333333333,55.3,-5.1,1
2015,other_purse_seines,0.6041666666666666,55.9,-5.1,1
2015,set_gillnets,4.866111111111111,55.2,-5.0,2
2015,other_purse_seines,4.969999999999999,55.9,-5.4,1
2015,set_gillnets,25.672500000000003,56.0,-4.9,1
2015,fixed_gear,0.26611111111111113,56.0,-5.6,1
2015,dredge_fishing,0.7113888888888888,55.2,-4.9,1
2015,fishing,12.155277777777778,55.5,-4.8,1
2015,dredge_fishing,1.8844444444444444,55.4,-5.5,1
2015,fishing,0.25027777777777777,55.1,-5.6,1
2015,fishing,281.86833333333334,55.9,-4.9,1
2015,dredge_fishing,31.657777777777778,55.0,-5.1,1
2016,trawlers,1542.5933333333335,55.2,-5.1,63
2016,trawlers,1929.7233333333331,55.7,-5.0,42
2016,trawlers,1499.6394444444445,55.5,-5.0,49
2016,trawlers,2121.3225000000007,55.5,-4.8,66
2016,trawlers,763.7719444444444,55.9,-4.9,12
2016,trawlers,791.6508333333334,55.8,-5.0,17
2016,trawlers,1104.6708333333333,55.6,-5.4,16
2016,trawlers,68.04916666666666,55.0,-5.4,9
2016,trawlers,1072.6716666666666,55.4,-5.1,56
2016,trawlers,284.7744444444445,55.5,-4.7,27
2016,trawlers,83.365,55.2,-4.9,10
2016,trawlers,471.1830555555556,55.7,-5.2,23
2016,trawlers,628.9933333333333,55.2,-5.0,49
2016,trawlers,1995.9791666666665,55.3,-5.0,69
2016,trawlers,364.44472222222214,55.1,-5.1,29
2016,trawlers,9.657777777777778,56.1,-5.5,3
2016,trawlers,2042.8125,55.4,-4.9,65
2016,trawlers,1423.3655555555556,55.4,-5.2,48
2016,trawlers,518.3430555555556,55.3,-5.4,43
2016,fishing,0.8722222222222222,55.8,-5.0,1
2016,trawlers,310.91555555555556,55.6,-5.5,10
2016,trawlers,2153.7325000000005,55.5,-5.4,24
2016,trawlers,1453.4763888888888,55.7,-4.9,45
2016,trawlers,1031.4755555555557,55.1,-5.3,36
2016,trawlers,933.2511111111111,55.3,-4.9,57
2016,trawlers,11.32,55.9,-5.3,3
2016,trawlers,270.0236111111111,55.8,-5.3,12
2016,set_gillnets,6.416111111111111,55.9,-5.3,2
2016,trawlers,1608.0413888888893,55.1,-5.2,46
2016,trawlers,2066.2125,55.4,-5.0,71
2016,trawlers,1440.477777777778,55.6,-4.8,46
2016,trawlers,174.6611111111111,55.6,-4.7,19
2016,trawlers,1831.7836111111114,55.5,-4.9,63
2016,trawlers,1827.210277777778,55.6,-5.0,36
2016,trawlers,2832.343055555556,55.6,-4.9,52
2016,trawlers,2096.366666666667,55.4,-5.4,55
2016,trawlers,1396.1069444444447,55.4,-5.3,58
2016,trawlers,936.5136111111111,55.4,-4.8,58
2016,trawlers,1362.4641666666664,55.2,-5.3,37
2016,dredge_fishing,36.91388888888889,55.4,-5.5,1
2016,fishing,2.9191666666666665,55.0,-5.2,1
2016,dredge_fishing,6.736388888888889,55.0,-5.1,2
2016,trawlers,2384.9636111111113,55.2,-5.2,62
2016,trawlers,916.2908333333332,55.4,-5.5,32
2016,set_gillnets,2.1750000000000003,55.8,-5.5,2
2016,trawlers,1053.3108333333332,55.7,-5.1,31
2016,trawlers,729.6277777777776,55.6,-5.1,23
2016,trawlers,419.47361111111115,55.8,-5.2,19
2016,trawlers,332.8363888888888,55.1,-5.5,10
2016,trawlers,2787.3902777777785,55.3,-5.1,70
2016,trawlers,8.961111111111112,55.1,-5.0,3
2016,trawlers,1958.1449999999995,55.3,-5.3,55
2016,trawlers,138.0016666666667,55.2,-5.4,10
2017,trawlers,0.8291666666666666,55.2,-5.3,1
2016,dredge_fishing,13.166944444444443,55.8,-5.6,1
2016,trawlers,3558.8758333333326,55.3,-5.2,69
2016,trawlers,398.9680555555556,55.0,-5.2,24
2016,fishing,299.6722222222222,55.1,-5.5,2
2016,fishing,96.92388888888888,55.1,-5.6,2
2016,trawlers,371.4911111111112,55.0,-5.5,9
2016,set_gillnets,103.27722222222224,55.3,-4.9,4
2016,trawlers,1.3672222222222221,56.1,-5.6,2
2016,trawlers,25.40916666666666,56.1,-5.3,3
2016,trawlers,1254.121388888889,55.7,-5.4,10
2016,trawlers,32.240833333333335,55.5,-5.1,9
2016,set_gillnets,852.9308333333336,55.9,-5.4,2
2016,set_gillnets,30.28361111111111,56.0,-5.4,2
2016,set_gillnets,23.140833333333333,55.1,-5.0,2
2016,dredge_fishing,47.99555555555555,55.3,-5.4,1
2016,fishing,16.565833333333334,55.0,-5.1,4
2016,trawlers,53.19083333333333,55.0,-5.1,6
2016,fishing,2.3575,56.1,-4.9,1
2016,trawlers,2.205,55.4,-4.7,3
2016,fishing,2.3666666666666663,55.3,-4.9,1
2016,set_gillnets,0.5352777777777777,55.8,-5.1,1
2016,fishing,49.564166666666665,55.1,-5.4,3
2016,trawlers,15.458888888888888,55.3,-5.5,7
2016,trawlers,333.0202777777778,55.1,-5.4,6
2016,trawlers,333.92305555555555,55.7,-5.3,11
2016,trawlers,65.8863888888889,55.9,-5.4,9
2016,fishing,126.62555555555555,55.0,-5.6,2
2016,trawlers,9.013333333333334,56.1,-5.2,2
2016,fishing,11.746944444444445,55.1,-5.2,3
2016,trawlers,843.0416666666667,55.5,-5.5,18
2016,trawlers,22.97638888888889,55.9,-5.1,4
2016,trawlers,2.04,56.1,-4.9,2
2016,trawlers,1384.3361111111112,55.8,-4.9,15
2016,fishing,35.37166666666666,56.0,-4.9,1
2016,trawlers,23.37972222222222,55.8,-5.1,3
2016,set_gillnets,149.40027777777777,55.9,-4.7,1
2016,trawlers,16.934722222222224,55.4,-5.6,4
2016,dredge_fishing,1.8219444444444441,55.1,-5.2,2
2016,trawlers,94.55472222222221,55.0,-5.6,9
2016,set_gillnets,8.160277777777777,55.7,-5.6,2
2016,pots_and_traps,1.051388888888889,55.3,-5.0,1
2016,set_gillnets,18.12611111111111,55.2,-5.1,2
2016,trawlers,2.806111111111111,56.0,-5.3,2
2016,set_gillnets,0.09083333333333334,56.0,-4.7,1
2016,trawlers,1.0444444444444443,55.8,-5.4,1
2016,trawlers,34.162222222222226,55.1,-5.6,5
2016,fishing,10.413333333333334,55.9,-5.0,1
2016,set_gillnets,646.545,55.9,-4.9,1
2016,set_gillnets,94.02666666666666,55.2,-5.0,3
2016,dredge_fishing,15.375,55.1,-5.1,2
2016,fishing,6.369444444444444,55.4,-5.5,1
2016,pots_and_traps,1.348888888888889,55.2,-5.0,1
2016,fishing,2.875,55.6,-4.7,1
2016,set_gillnets,33.45611111111111,55.3,-5.1,2
2016,fishing,0.25833333333333336,55.2,-5.5,1
2016,set_gillnets,0.8302777777777777,55.1,-5.1,1
2016,trawlers,92.52361111111114,56.0,-4.8,4
2016,trawlers,11.202777777777778,55.2,-5.5,3
2016,trawlers,375.1925,56.0,-4.9,5
2016,fishing,1.8652777777777778,56.0,-5.1,1
2016,set_gillnets,105.80416666666667,56.0,-4.9,1
2016,set_gillnets,320.3594444444444,56.0,-4.8,1
2016,dredge_fishing,31.541111111111107,55.3,-5.5,2
2016,pots_and_traps,7.126111111111111,55.3,-4.9,3
2016,pots_and_traps,2.828611111111111,55.2,-4.9,2
2016,trawlers,8.951944444444445,55.0,-5.3,7
2016,dredge_fishing,23.724444444444444,55.8,-5.5,1
2016,set_gillnets,17.034444444444446,55.9,-5.0,1
2016,trawlers,16.84444444444444,55.9,-5.2,3
2016,dredge_fishing,15.809722222222224,55.0,-5.2,3
2016,dredge_fishing,3.499722222222222,55.1,-5.4,1
2016,pots_and_traps,0.2588888888888889,55.3,-5.1,1
2016,fishing,3.8655555555555554,55.2,-4.9,1
2016,set_gillnets,1101.2600000000002,55.2,-4.9,4
2016,dredge_fishing,1.2555555555555555,55.2,-5.4,1
2017,trawlers,1.0358333333333332,55.1,-5.5,1
2016,fishing,333.8355555555556,55.0,-5.5,2
2016,fishing,1.0363888888888888,55.6,-4.8,1
2016,fishing,3.585277777777778,55.1,-5.3,1
2016,fishing,4.183333333333334,55.4,-4.8,1
2016,trawlers,20.56861111111111,55.3,-4.8,1
2016,trawlers,104.31222222222222,55.9,-5.0,8
2016,set_gillnets,13.189999999999998,55.8,-5.6,2
2016,set_gillnets,1.2,55.8,-5.4,1
2016,fishing,0.0,56.1,-5.6,1
2016,trawlers,61.41111111111112,56.0,-5.4,5
2016,fishing,81.26694444444443,55.0,-5.4,2
2016,set_longlines,0.9419444444444445,55.7,-5.6,1
2016,trawlers,3.2269444444444444,55.2,-5.6,3
2016,dredge_fishing,0.25194444444444447,55.1,-5.5,1
2016,fishing,13.750555555555557,55.1,-5.1,3
2016,fishing,18.78527777777778,55.3,-5.5,1
2016,pots_and_traps,4.044166666666667,55.4,-5.2,1
2016,set_gillnets,1.5924999999999998,55.3,-5.0,1
2016,dredge_fishing,2.0275000000000003,55.2,-4.9,1
2016,fishing,300.8041666666667,55.9,-4.9,1
2016,dredge_fishing,0.7702777777777777,55.0,-5.4,1
2016,set_longlines,1.0916666666666668,55.8,-5.6,1
2016,fishing,4.395277777777778,55.0,-5.3,1
2016,set_gillnets,51.25805555555556,55.8,-4.9,1
2016,set_gillnets,96.3175,55.8,-5.0,1
2016,pots_and_traps,3.433611111111111,55.4,-5.3,1
2016,dredge_fishing,0.2722222222222222,55.2,-5.0,1
2016,trawlers,12.169444444444444,55.9,-4.7,1
2016,fishing,2.8036111111111115,55.9,-5.1,1
2017,trawlers,1231.4199999999998,55.4,-5.2,42
2017,trawlers,1775.2875,55.5,-5.0,40
2017,trawlers,125.89361111111108,55.6,-4.7,20
2017,trawlers,234.22944444444443,55.5,-4.7,28
2017,trawlers,419.96944444444455,55.2,-5.0,42
2017,trawlers,1384.4644444444446,55.6,-4.8,37
