"station";"zone";"site";"Longitude";"Latitude";"x";"y";"rec_id";"date_in";"date_out"
"M13";"Medes-Montgrí-Ter";"Medes";3,22537;42,0453;518651,3686;4654830,419;136761;"06/09/2021";"31/05/2022"
"M13";"Medes-Montgrí-Ter";"Medes";3,22537;42,0453;518651,3686;4654830,419;125469;"31/05/2022";""
"M14";"Medes-Montgrí-Ter";"Medes";3,22793;42,04367;518863,7136;4654650,001;125466;"23/06/2020";"10/03/2021"
"M14";"Medes-Montgrí-Ter";"Medes";3,22793;42,04367;518863,7136;4654650,001;108862;"10/03/2021";"06/09/2021"
"M14";"Medes-Montgrí-Ter";"Medes";3,22793;42,04367;518863,7136;4654650,001;136766;"06/09/2021";"30/05/2022"
"M14";"Medes-Montgrí-Ter";"Medes";3,22793;42,04367;518863,7136;4654650,001;128599;"30/05/2022";""
"M15";"Medes-Montgrí-Ter";"Medes";3,22662;42,04273;518755,5731;4654545,345;128606;"23/06/2020";"10/03/2021"
"M15";"Medes-Montgrí-Ter";"Medes";3,22662;42,04273;518755,5731;4654545,345;136765;"10/03/2021";"31/08/2021"
"M15";"Medes-Montgrí-Ter";"Medes";3,22662;42,04273;518755,5731;4654545,345;136764;"31/08/2021";"30/05/2022"
"M15";"Medes-Montgrí-Ter";"Medes";3,22662;42,04273;518755,5731;4654545,345;136739;"30/05/2022";""
"M16";"Medes-Montgrí-Ter";"Medes";3,22917;42,0419;518966,8637;4654453,753;136762;"27/08/2020";"10/03/2021"
"M16";"Medes-Montgrí-Ter";"Medes";3,22917;42,0419;518966,8637;4654453,753;136753;"10/03/2021";"31/08/2021"
"M16";"Medes-Montgrí-Ter";"Medes";3,22917;42,0419;518966,8637;4654453,753;125469;"31/08/2021";"31/05/2022"
"M16";"Medes-Montgrí-Ter";"Medes";3,22917;42,0419;518966,8637;4654453,753;136742;"31/05/2022";""
"M17";"Medes-Montgrí-Ter";"Medes";3,22787;42,04023;518859,7652;4654268,046;110274;"23/06/2020";"10/03/2021"
"M17";"Medes-Montgrí-Ter";"Medes";3,22787;42,04023;518859,7652;4654268,046;136755;"10/03/2021";"30/08/2021"
"M17";"Medes-Montgrí-Ter";"Medes";3,22787;42,04023;518859,7652;4654268,046;136746;"30/08/2021";"31/05/2022"
"M17";"Medes-Montgrí-Ter";"Medes";3,22787;42,04023;518859,7652;4654268,046;136606;"31/05/2022";""
"M18";"Medes-Montgrí-Ter";"Medes";3,22492;42,04102;518615,3764;4654355,113;112364;"29/06/2020";"10/03/2021"
"M18";"Medes-Montgrí-Ter";"Medes";3,22492;42,04102;518615,3764;4654355,113;136759;"10/03/2021";"30/08/2021"
"M18";"Medes-Montgrí-Ter";"Medes";3,22492;42,04102;518615,3764;4654355,113;128599;"30/08/2021";"23/05/2022"
"M18";"Medes-Montgrí-Ter";"Medes";3,22492;42,04102;518615,3764;4654355,113;136758;"23/05/2022";""
"M19";"Medes-Montgrí-Ter";"Medes";3,2224;42,0422;518406,4693;4654485,583;125487;"25/06/2020";""
"M20";"Medes-Montgrí-Ter";"Medes";3,21925;42,04462;518145,0775;4654753,602;125482;"25/06/2020";"08/03/2021"
"M20";"Medes-Montgrí-Ter";"Medes";3,21925;42,04462;518145,0775;4654753,602;136764;"08/03/2021";"30/08/2021"
"M20";"Medes-Montgrí-Ter";"Medes";3,21925;42,04462;518145,0775;4654753,602;136742;"30/08/2021";"23/05/2022"
"M20";"Medes-Montgrí-Ter";"Medes";3,21925;42,04462;518145,0775;4654753,602;136749;"23/05/2022";""
"M21";"Medes-Montgrí-Ter";"Medes";3,21697;42,04762;517955,5404;4655086,211;125472;"25/06/2020";"08/03/2021"
"M21";"Medes-Montgrí-Ter";"Medes";3,21697;42,04762;517955,5404;4655086,211;136752;"08/03/2021";"30/08/2021"
"M21";"Medes-Montgrí-Ter";"Medes";3,21697;42,04762;517955,5404;4655086,211;137375;"30/08/2021";"31/05/2022"
"M21";"Medes-Montgrí-Ter";"Medes";3,21697;42,04762;517955,5404;4655086,211;136746;"31/05/2022";""
"M22";"Medes-Montgrí-Ter";"Port Estartit";3,20655;42,05224;517091,9853;4655597,034;101507;"13/12/2020";"10/03/2021"
"M22";"Medes-Montgrí-Ter";"Port Estartit";3,20655;42,05224;517091,9853;4655597,034;105286;"12/03/2021";"15/08/2021"
"M22";"Medes-Montgrí-Ter";"Port Estartit";3,20655;42,05224;517091,9853;4655597,034;136750;"15/08/2021";"10/03/2022"
"M22";"Medes-Montgrí-Ter";"Port Estartit";3,20655;42,05224;517091,9853;4655597,034;108865;"10/03/2021";""
"M23";"Medes-Montgrí-Ter";"Golf de Pals";3,2089;42,04585;517288,1801;4654888,025;108864;"26/06/2020";"12/03/2021"
"M23";"Medes-Montgrí-Ter";"Golf de Pals";3,2089;42,04585;517288,1801;4654888,025;125478;"12/03/2021";"06/09/2021"
"M23";"Medes-Montgrí-Ter";"Golf de Pals";3,2089;42,04585;517288,1801;4654888,025;108868;"06/09/2021";"10/03/2022"
"M23";"Medes-Montgrí-Ter";"Golf de Pals";3,2089;42,04585;517288,1801;4654888,025;136765;"10/03/2021";""
"M24";"Medes-Montgrí-Ter";"Golf de Pals";3,20638;42,03842;517081,6194;4654062,568;108863;"26/06/2020";"12/03/2021"
"M24";"Medes-Montgrí-Ter";"Golf de Pals";3,20638;42,03842;517081,6194;4654062,568;125480;"12/03/2021";"06/09/2021"
"M24";"Medes-Montgrí-Ter";"Golf de Pals";3,20638;42,03842;517081,6194;4654062,568;136763;"06/09/2021";"10/03/2022"
"M24";"Medes-Montgrí-Ter";"Golf de Pals";3,20638;42,03842;517081,6194;4654062,568;136748;"10/03/2021";"24/05/2022"
"M24";"Medes-Montgrí-Ter";"Golf de Pals";3,20638;42,03842;517081,6194;4654062,568;105278;"24/05/2022";""
"M25";"Medes-Montgrí-Ter";"Golf de Pals";3,202;42,03197;516720,7868;4653345,562;108860;"26/06/2020";"12/03/2021"
"M25";"Medes-Montgrí-Ter";"Golf de Pals";3,202;42,03197;516720,7868;4653345,562;125460;"12/03/2021";"06/09/2021"
"M25";"Medes-Montgrí-Ter";"Golf de Pals";3,202;42,03197;516720,7868;4653345,562;125466;"06/09/2021";"10/03/2022"
"M25";"Medes-Montgrí-Ter";"Golf de Pals";3,202;42,03197;516720,7868;4653345,562;136739;"10/03/2021";"24/05/2022"
"M25";"Medes-Montgrí-Ter";"Golf de Pals";3,202;42,03197;516720,7868;4653345,562;136600;"24/05/2022";""
"M26";"Medes-Montgrí-Ter";"Golf de Pals";3,20178;42,02458;516704,5106;4652525,011;125484;"26/06/2020";"08/03/2021"
"M26";"Medes-Montgrí-Ter";"Golf de Pals";3,20178;42,02458;516704,5106;4652525,011;136747;"08/03/2021";"06/09/2021"
"M26";"Medes-Montgrí-Ter";"Golf de Pals";3,20178;42,02458;516704,5106;4652525,011;105283;"06/09/2021";"10/03/2022"
"M26";"Medes-Montgrí-Ter";"Golf de Pals";3,20178;42,02458;516704,5106;4652525,011;108868;"11/03/2022";"30/05/2022"
"M26";"Medes-Montgrí-Ter";"Golf de Pals";3,20178;42,02458;516704,5106;4652525,011;136748;"30/05/2022";""
"M27";"Medes-Montgrí-Ter";"Golf de Pals";3,20382;42,01768;516875,218;4651759,309;100623;"29/09/2020";"12/03/2021"
"M27";"Medes-Montgrí-Ter";"Golf de Pals";3,20382;42,01768;516875,218;4651759,309;113500;"12/03/2021";"06/09/2021"
"M27";"Medes-Montgrí-Ter";"Golf de Pals";3,20382;42,01768;516875,218;4651759,309;136743;"06/09/2021";"10/03/2022"
"M27";"Medes-Montgrí-Ter";"Golf de Pals";3,20382;42,01768;516875,218;4651759,309;136750;"11/03/2022";""
