Included in VUE,Tag model,Serial No. ,ID Code,Detecciones,VUE Tag ID,Tag life (days),Species,Length,Zone,Capture Lat,Latitude,Longitude,Capture Long,Location name,Capture date,Recapture date,Hour ini,Hour end,Release Lat,Release Long,Fishing type,External tag colour,External tag ID,Observation,PROBLEMS
Si,V13P,1356105,16222,,A69-9007-16222,446,Sparus aurata,53,Medes,"4,205,016",,,"322,112",Salpatxot,20201014,,12:30,14:06,"4,205,016","322,112",Canya,vermell,14,Pesca amb canya i musclo,
Si,V13P,1356106,16223,,A69-9007-16223,446,Spondyliosoma cantharus,37,Medes,"4,204,510",,,"322,210",Cementiri,20200901,,11:45,11:59,"4,204,510","322,210",Canya,Vermell,94,Iscle i Miguel Angel,
Si,V13P,1356107,16224,,A69-9007-16224,446,Spondyliosoma cantharus,39,Medes,"4,204,510",,,"322,210",Cementiri,20200903,,19:45,19:58,"4,204,510","322,210",,Vermell,76,Iscle i Miguel Angel,
Si,V9,1355982,40701,,A69-1602-40701,503,Dicentrarchus labrax,40,Fluvià,4217928,42.17928,3.06428,306428,,20201216,,19:45,,"4,292,333","390,667",Canya,Verd,277,Pescat per Iscle,
Si,V13P,1356109,16226,,A69-9007-16226,446,Spondyliosoma cantharus,35,Medes,"4,204,158",,,"322,604",Carall,20200901,,18:10,18:25,"4,204,158","322,604",Canya,Vermell,90,Iscle i Miguel Angel,
Si,V13P,1356110,16227,,A69-9007-16227,446,Spondyliosoma cantharus,34,Medes,"4,204,158",,,"322,604",Carall,20200901,,18:05,18:14,"4,204,158","322,604",Canya,Vermell,91,Iscle i Miguel Angel,
Si,V13P,1356111,16228,,A69-9007-16228,446,Spondyliosoma cantharus,35,Medes,"4,204,158",,,"322,604",Carall,20200901,,18:55,18:14,"4,204,158","322,604",Canya,Vermell,88,Iscle i Miguel Angel. Talla aprox.,
,V13P,1356112,16229,,A69-9007-16229,446,Spondyliosoma cantharus,33,Cap de Creus,"4,231,891",,,"333,127",Massa d'Or,20210530,,09:30,09:57,"4,231,891","333,127",canya,Vermell,148,Voluntaris jornada Ass. Pesca responsable,
,V13P,1356113,16230,,A69-9007-16230,446,,,,,,,,,,,,,,,,,,,
Si,V13P,1356114,16231,,A69-9007-16231,446,Spondyliosoma cantharus,38,Medes,"4,204,510",,,"322,210",Cementiri,20200903,,19:30,19:45,"4,204,510","322,210",Canya,Vermell,77,Iscle i Miguel Angel,
,V13P,1356115,16232,,A69-9007-16232,446,,,,,,,,,,,,,,,,,,,
Si,V13P,1356116,16233,,A69-9007-16233,446,Lichia amia,89,Medes,"4,204,342",,,"322,311",Portitxol,20200902,,19:00,19:20,"4,204,342","322,311",Canya,Vermell,81,Iscle i Miguel Angel,
,V13P,1356117,16234,,A69-9007-16234,446,,,,,,,,,,,,,,,,,,,
,V13P,1356118,16235,,A69-9007-16235,446,,,,,,,,,,,,,,,,,,,
,V13P,1356119,16236,,A69-9007-16236,446,,,,,,,,,,,,,,,,,,,
,V13P,1356120,16237,,A69-9007-16237,446,,,,,,,,,,,,,,,,,,,
,V13P,1356121,16238,,A69-9007-16238,446,,,,,,,,,,,,,,,,,,,
Si,V13,1352752,40183,,A69-1602-40183,585,Sparus aurata,36,Badia de roses,"4,215,520",,,"311,839",,20200826,,10:05,10:14,"4,215,520","311,839",Palangre,,,Bon estat,
Si,V13,1352756,40187,,A69-1602-40187,585,Sparus aurata,38,Badia de roses,"4,213,428",,,"312,749",,20200826,,10:30,17:15,"4,213,428","312,749",Palangre,,,Bon estat,
Si,V13,1352753,40184,,A69-1602-40184,585,Sparus aurata,30,Badia de roses,"4,213,907",,,"312,798",,20200826,,11:25,11:57,"4,213,907","312,798",Palangre,Vermell,6,Bon estat,
Si,V13-1H,4880H,534,,A69-1303-534,,Sciaena umbra,50,Medes,"4,204,337",,,"322,311",Portitxol,20200825,,,,"4,204,337","322,311",Palangre amb Mascarat,Vermell,1,,
Si,V13P,1194154,415,,A69-9004-415,500,Diplodus cervinus,50,Medes,"4,204,337",,,"322,311",Portitxol,20200904,,19:36,20:00,"4,204,337","322,311",Canya,Vermell,71,Iscle i Miguel Angel,
Si,V13-1H,4882H,536,,A69-1303-536,,Pomatomus saltatrix,53,Badia de roses,,,,,El Cranc,20200915,,01:45,02:00,,,Palangre,Vermell,67,miquel,
Si,V13-1H,4879H,533,,A69-1303-533,,Pomatomus saltatrix,47,Badia de roses,,,,,El Cranc,20200915,,05:05,,,,Palangre,Vermell,66,miquel,
,,,,,,,Epinephelus marginatus,62,Medes,"4,204,128",,,"322,646",Tascó,,,,,"4,204,128","322,646",,Vermell,87,No marcat amb tag acustic.,
,,,,,,,Epinephelus marginatus,105,Medes,"4,204,794",,,"322,464",Barda del sastre,20200904,,11:30,11:40,"4,204,794","322,464",Canya,Vermell,73,Iscle i Miguel Angel. No marcat amb tag acustic.,
,,,,,,,Epinephelus marginatus,94,Medes,"4,204,794",,,"322,464",Barda del sastre,20200904,,11:50,11:55,"4,204,794","322,464",Canya,Vermell,72,Iscle i Miguel Angel. No marcat amb tag acustic.,
??,V9P,1352748,40179,,A69-1602-40179,585,Sparus aurata,31,Banyuls,,,,,,,,,,,,,,,possible wrong tag number,"This tag is duplicated. The other tagged individual matches with the detection data, so this might be wrong."
,,,,,,,Epinephelus marginatus,70,Medes,"4,205,016",,,"322,112",Salpatxot,20201017,,13:30,,"4,205,016","322,112",Canya,Vermell,18,Iscle. No marcat amb tag acustic.,
,,,,,,,Epinephelus marginatus,82,Medes,"4,205,016",,,"322,112",Salpatxot,20201017,,14:40,,"4,205,016","322,112",Canya,Vermell,19,Iscle. No marcat amb tag acustic.,
si,V13P,1356087,16204,11000,A69-9007-16204,446,Dicentrarchus labrax,47,Medes,4203735,42.03735,3.20309,320309,Pals: Entre Griells i Pletera,20201231,,07:30,09:05,"4,203,735","320,309",Tresmall,Vermell,33,Pescat Per Joan Massagué. Marcat amb pinguer 81 kHz (serial no. 1174748),
Si,V13,1352755,40186,38500,A69-1602-40186,585,Dicentrarchus labrax,59,Medes,4205220,42.05220,3.20637,320637,Port,20201231,,08:00,08:45,"4,205,220","320,637",canya,vermella,46,,
Si,V13,1352730,40161,,A69-1602-40161,585,Sparus aurata,43,Medes,"4,203,084",,,"319,843",Pals: Entre Pletera i Gola de ter,20201119,,07:30,10:30,"4,203,084","319,843",Tresmall,Vermell,30,Pescat per Climent amb tresmall. Coordenades exactes al grup wassap,
Si,V13,1352727,40158,,A69-1602-40158,585,Sparus aurata,48,Badia de roses,,,,,Sud piscifactoria,20210118,,12:40,16:15,,,palangre,vermella,43,Marc Castells,
Si,V13,1352777,40208,,A69-1602-40208,585,Seriola dumerili ,52,Medes,"4,205,093",,,"322,074",GPS 19 - Entre Medallot i Salpatxot,20201218,,10:00,10:30,"4,205,093","322,074",Palangre calamar viu ,Vermell,31,,
Si,V13,1352728,40159,,A69-1602-40159,585,Sparus aurata,38,Badia de roses,,,,,Sud piscifactoria,20210118,,13:25,17:15,,,palangre,vermella,105,Marc Castells,
Si,V13,1352729,40160,,A69-1602-40160,585,Sparus aurata,50,Badia de roses,,,,,Sud piscifactoria,20210118,,12:30,16:15,,,palangre,vermella,42,Marc Castells. Amb PINGER 84 KH 1174749,
Si,V13,1352751,40182,18000,A69-1602-40182,585,Dicentrarchus labrax,57,Pals ,4200585,42.00585,3.19884,319884,Daró,20210113,,09:00,13:05,"4,200,585","319,884",Tresmall,vermella,36,Pescada joan?,
Si,V13,1352734,40165,,A69-1602-40165,585,Sparus aurata,47,Badia de roses,,,,,Sud piscifactoria,20210118,,13:10,17:00,,,palangre,vermella,103,Marc Castells,
Si,V13,1352735,40166,,A69-1602-40166,585,Sparus aurata,36,Badia de roses,,,,,Sud piscifactoria,20210118,,13:30,17:30,,,palangre,vermella,106,Marc Castells,
Si,V13,1352736,40167,,A69-1602-40167,585,Sparus aurata,46,Badia de roses,,,,,Sud piscifactoria,20210118,,12:50,16:33,,,palangre,vermella,101,Marc Castells,
Si,V13,1355969,54173,30000,A69-1602-54173,631,Dicentrarchus labrax,36,Pals ,4204599,42.04599,3.19682,319682,Ter Vell,20210114,,10:00,11:00,"4,204,599","319,682",Palangre,vermella,45,Pescador estartit,
Si,V13,1352738,40169,,A69-1602-40169,585,Sparus aurata,41,Badia de roses,,,,,Sud piscifactoria,20210118,,13:20,17:05,,,palangre,vermella,104,Marc Castells,
Si,V13,1352733,40164,,A69-1602-40164,585,Dicentrarchus labrax,50,Badia de roses,4214540,42.14540,3.11884,311884,Riuet,20210117,,21:15,23:45,"4,214,540","311,884",Palangre,vermella,39,Marc Castells,
Si,V13,1352740,40171,,A69-1602-40171,585,Sparus aurata,35,Pals ,"4,203,430",,,"319,699",Pletera,20210201,,10:50,14:10,"4,203,430","319,699",palangre,vermella,114,climent,
Si,V13,1352737,40168,,A69-1602-40168,585,Dicentrarchus labrax,50,Badia de roses,4214540,42.14540,3.11884,311884,Riuet,20210117,,21:15,23:45,"4,214,540","311,884",Palangre,vermella,38,"Marc Castells. Amb PÎNGER 78KH 1174746, femella ovada",
Si,V13,1352742,40173,,A69-1602-40173,585,Sparus aurata,40,Pals ,"4,203,430",,,"319,699",Pletera,20210201,,10:30,13:35,"4,203,430","319,699",palangre,vermella,112,climent. PINGER 63KH 1174741,
,V13,1352743,40174,,A69-1602-40174,585,,,,,,,,,,,,,,,,,,,
Si,V13,1352780,40211,,A69-1602-40211,585,Dicentrarchus labrax,60,Pals ,4204629,42.04629,3.19813,319813,Ter Vell,20210125,,09:30,20:30,"4,204,629","319,813",Tresmall,vermella,108,Perscada per climent,
Si,V13,1352745,40176,,A69-1602-40176,585,Sparus aurata,33,Pals ,"4,204,629",,,"319,813",Ter Vell,20210125,,08:00,20:30,"4,204,629","319,813",Tresmall,vermella,107,Pescador estartit,
Si,V13,1352739,40170,,A69-1602-40170,585,Dicentrarchus labrax,52,Pals ,4202390,42.02390,3.19753,319753,Ter,20210201,,10:15,14:45,"4,202,390","319,753",palangre,vermella,115,climent,
Si,V13,1352747,40178,,A69-1602-40178,585,Sparus aurata,35,Pals ,"4,203,430",,,"319,699",Pletera,20210201,,10:40,13:55,"4,203,430","319,699",palangre,vermella,113,climent. PINGER 81KH 1174247,
Si,V13,1352749,40180,,A69-1602-40180,585,Sparus aurata,35,Pals ,"4,200,585",,,"319,884",Daró,20210113,,09:00,12:50,"4,200,585","319,884",Tresmall,vermella,35,Pescada joan?,
Si,V13,1352741,40172,,A69-1602-40172,585,Dicentrarchus labrax,52,Pals ,4201989,42.01989,3.19879,319879,Ter,20210201,,10:00,13:00,"4,201,989","319,879",palangre,vermella,111,Joan. PINGER 78KH 1174745,
Si,V13,1352750,40181,,A69-1602-40181,585,Sparus aurata,44,Badia de roses,,,,,Sud piscifactoria,20210118,,13:00,16:50,,,palangre,vermella,102,Marc Castells,
Si,V13,1352744,40175,,A69-1602-40175,585,Dicentrarchus labrax,52,Pals ,4201989,42.01989,3.19879,319879,Ter,20210201,,09:45,13:00,"4,201,989","319,879",palangre,vermella,110,Joan,
Si,V13,1352754,40185,,A69-1602-40185,585,Sparus aurata,29,Pals ,"4,200,585",,,"319,884",Daró,20210113,,09:00,12:40,"4,200,585","319,884",Tresmall,vermella,34,Pescada joan?,
Si,V13,1352746,40177,,A69-1602-40177,585,Dicentrarchus labrax,53,Pals ,4201989,42.01989,3.19879,319879,Ter,20210201,,09:30,13:00,"4,201,989","319,879",palangre,vermella,109,Joan,
,V13,1352757,40188,,A69-1602-40188,585,Scorpaena scrofa,51,Banyuls,"4,246,630",,,"316,640",Sec Rederis,20210604,,10:20,10:30,"4,246,630","316,640",diving,nada,,,
,V13,1352758,40189,,A69-1602-40189,585,Scorpaena scrofa,49,Banyuls,"4,246,630",,,"316,640",Sec Rederis,20210604,,10:50,11:00,"4,246,630","316,640",diving,nada,,,
,V13,1352759,40190,,A69-1602-40190,585,,,,,,,,,,,,,,,,,,,
,V13,1352760,40191,,A69-1602-40191,585,,,,,,,,,,,,,,,,,,,
,V13,1352761,40192,,A69-1602-40192,585,,,,,,,,,,,,,,,,,,,
,V13,1352762,40193,,A69-1602-40193,585,Palinurus elephas,92,Banyuls,"4,246,830",,,"316,053",Caball Bornat,20210401,,12:20,14:00,"4,246,830","316,053",diving,nada,,,
,V13,1352763,40194,,A69-1602-40194,585,,,,,,,,,,,,,,,,,,,
,V13,1352764,40195,,A69-1602-40195,585,Pagrus pagrus,31,Banyuls,"4,250,319",,,"312,620",Paulille,20210506,,23:15,23:30,"4,250,319","312,620",palangre ,blue tattoo,,,
,V13,1352765,40196,,A69-1602-40196,585,,,,,,,,,,,,,,,,,,,
,V13,1352766,40197,,A69-1602-40197,585,,,,,,,,,,,,,,,,,,,
,V13,1352767,40198,,A69-1602-40198,585,,,,,,,,,,,,,,,,,,,
,V13,1352768,40199,,A69-1602-40199,585,,,,,,,,,,,,,,,,,,,
,V13,1352769,40200,,A69-1602-40200,585,,,,,,,,,,,,,,,,,,,
,V13,1352770,40201,,A69-1602-40201,585,,,,,,,,,,,,,,,,,,,"This tag seems to be used (8 detections in the database, station B24)"
,V13,1352771,40202,,A69-1602-40202,585,,,,,,,,,,,,,,,,,,,
,V13,1352772,40203,,A69-1602-40203,585,,,,,,,,,,,,,,,,,,,
,V13,1352773,40204,,A69-1602-40204,585,,,,,,,,,,,,,,,,,,,
,V13,1352774,40205,,A69-1602-40205,585,,,,,,,,,,,,,,,,,,,
,V13,1352775,40206,,A69-1602-40206,585,,,,,,,,,,,,,,,,,,,
,V13,1352776,40207,,A69-1602-40207,585,,,,,,,,,,,,,,,,,,,
,V13,1352778,40209,,A69-1602-40209,585,,,,,,,,,,,,,,,,,,,
,V13,1352779,40210,,A69-1602-40210,585,,,,,,,,,,,,,,,,,,,
,V13,1352748,40179,,A69-1602-40179,585,Dicentrarchus labrax,53,Badia de roses,4214542,42.14542,3.12039,312039,Riuet,20210202,,21:30,13:49,"4,214,542","312,039",palangre,vermella,116,Marc Castells,"This tag is duplicated. Detections occur in Badia de Roses, it seems to be correct."
,V13,1352781,40212,,A69-1602-40212,585,,,,,,,,,,,,,,,,,,,
,V9P,1352782,11572,,A69-9006-11572,311,Pagrus pagrus,30,Banyuls,"4,245,334",,,"316,463",canadells,20210527,,00:10,00:20,"4,245,334","316,463",palangre,blue tattoo,,,
,V9P,1352783,11573,,A69-9006-11573,311,Dentex dentex,31,Banyuls,"4,247,372",,,"315,749",Les tinyes,20210614,,00:40,00:50,"4,247,372","315,749",diving,nada,,,
,V9P,1352784,11574,,A69-9006-11574,311,Sparus aurata,31,Banyuls,"4,247,577",,,"315,608",Abeille sud,20201013,,21:55,22:45,"4,247,577","315,608",diving,nada,,,
,V9P,1352785,11575,,A69-9006-11575,311,Pagrus pagrus,29,Banyuls,"4,250,319",,,"312,620",Paulille,20210506,,23:30,23:45,"4,250,319","312,620",palangre,blue tattoo,,,
,V9P,1352786,11576,,A69-9006-11576,311,,,,,,,,,,,,,,,,,,,
,V9P,1352787,11577,,A69-9006-11577,311,Spondyliosoma cantharus,24,Banyuls,"4,245,669",,,"316,729",Cap Peyrefite,20210424,,14:30,15:00,"4,245,669","316,729",canya,tattoo blue,,,
,V9P,1352788,11578,,A69-9006-11578,311,Scorpaena scrofa,26,Banyuls,"42,453,338",,,"316,463",Canadells,20210527,,23:40,23:50,"42,453,338","316,463",palangre,tattoo blue,,,
,V9P,1352789,11579,,A69-9006-11579,311,Pagrus pagrus,34,Banyuls,"4,246,079",,,"316,019",Anse Peyrefite,20210611,,00:50,01:00,"4,246,079","316,019",diving,nada,,,
,V9P,1352790,11580,,A69-9006-11580,311,,,,,,,,,,,,,,,,,,,"This tag was used (1450 detections in the databse, several stations in Banyuls)"
,V9P,1352791,11581,,A69-9006-11581,311,,,,,,,,,,,,,,,,,,,
,V9P,1352792,11582,,A69-9006-11582,311,,,,,,,,,,,,,,,,,,,
,V9P,1352793,11583,,A69-9006-11583,311,,,,,,,,,,,,,,,,,,,
,V9P,1352794,11584,,A69-9006-11584,311,,,,,,,,,,,,,,,,,,,
,V9P,1352795,11585,,A69-9006-11585,311,,,,,,,,,,,,,,,,,,,
,V9P,1352796,11586,,A69-9006-11586,311,,,,,,,,,,,,,,,,,,,
,V9P,1352797,11587,,A69-9006-11587,311,,,,,,,,,,,,,,,,,,,
,V9P,1352798,11588,,A69-9006-11588,311,,,,,,,,,,,,,,,,,,,
,V9P,1352799,11589,,A69-9006-11589,311,,,,,,,,,,,,,,,,,,,
,V9P,1352800,11590,,A69-9006-11590,311,,,,,,,,,,,,,,,,,,,
,V9P,1352801,11591,,A69-9006-11591,311,Dentex dentex,29,Banyuls,"4,247,372",,,"315,749",Les tinyes,20210614,,01:20,01:30,"4,247,372","315,749",diving,nada,,,
,V13AP,1352832,11472,,A69-9006-11472,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352832,11473,,A69-9006-11473,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352833,11474,,A69-9006-11474,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352833,11475,,A69-9006-11475,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352834,11476,,A69-9006-11476,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352834,11477,,A69-9006-11477,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352835,11478,,A69-9006-11478,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352835,11479,,A69-9006-11479,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352836,11480,,A69-9006-11480,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352836,11481,,A69-9006-11481,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352837,11482,,A69-9006-11482,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352837,11483,,A69-9006-11483,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352838,11484,,A69-9006-11484,185,Dentex dentex,52,Banyuls,"4,247,372",,,"315,749",Les tinyes,20210614,,00:10,00:20,"4,247,372","315,749",diving,nada,,,
,V13AP,1352838,11485,,A69-9006-11485,185,Dentex dentex,52,Banyuls,"4,247,372",,,"315,749",Les tinyes,20210614,,00:10,00:20,"4,247,372","315,749",diving,nada,,,
,V13AP,1352839,11486,,A69-9006-11486,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352839,11487,,A69-9006-11487,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352840,11488,,A69-9006-11488,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352840,11489,,A69-9006-11489,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352841,11490,,A69-9006-11490,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352841,11491,,A69-9006-11491,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352842,11492,,A69-9006-11492,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352842,11493,,A69-9006-11493,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352843,11494,,A69-9006-11494,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352843,11495,,A69-9006-11495,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352844,11496,,A69-9006-11496,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352844,11497,,A69-9006-11497,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352845,11498,,A69-9006-11498,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352845,11499,,A69-9006-11499,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352846,11500,,A69-9006-11500,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352846,11501,,A69-9006-11501,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352847,11502,,A69-9006-11502,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352847,11503,,A69-9006-11503,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352848,11504,,A69-9006-11504,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352848,11505,,A69-9006-11505,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352849,11506,,A69-9006-11506,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352849,11507,,A69-9006-11507,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352850,11508,,A69-9006-11508,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352850,11509,,A69-9006-11509,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352851,11510,,A69-9006-11510,185,Epinephelus marginatus,93,Banyuls,"4,246,630",,,"316,640",Sec Rederis,20210727,,15:00,15:20,"4,246,630","316,640",diving,nada,,,
,V13AP,1352851,11511,,A69-9006-11511,185,Epinephelus marginatus,93,Banyuls,"4,246,630",,,"316,640",Sec Rederis,20210727,,15:00,15:20,"4,246,630","316,640",diving,nada,,,
,V13AP,1352852,11512,,A69-9006-11512,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352852,11513,,A69-9006-11513,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352853,11514,,A69-9006-11514,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352853,11515,,A69-9006-11515,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352854,11516,,A69-9006-11516,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352854,11517,,A69-9006-11517,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352855,11518,,A69-9006-11518,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352855,11519,,A69-9006-11519,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352856,11520,,A69-9006-11520,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352856,11521,,A69-9006-11521,185,,,,,,,,,,,,,,,,,,,
,V13AP,1352857,11522,,A69-9006-11522,131,Epinephelus marginatus,86,Banyuls,"4,247,825",,,"314,992",Bouée 18 - Rec Milan,20210830,,13:00,13:30,"4,247,825","314,992",diving,tattoo bleu,,,
,V13AP,1352857,11523,,A69-9006-11523,131,Epinephelus marginatus,86,Banyuls,"4,247,825",,,"314,992",Bouée 18 - Rec Milan,20210830,,13:00,13:30,"4,247,825","314,992",diving,tattoo bleu,,,
,V13AP,1352858,11524,,A69-9006-11524,131,Epinephelus marginatus,86,Banyuls,"4,246,630",,,"316,640",Sec Rederis,20210728,,15:00,15:30,"4,246,630","316,640",diving,tattoo bleu,,,
,V13AP,1352858,11525,,A69-9006-11525,131,Epinephelus marginatus,86,Banyuls,"4,246,630",,,"316,640",Sec Rederis,20210728,,15:00,15:30,"4,246,630","316,640",diving,tattoo bleu,,,
,V13AP,1352859,11526,,A69-9006-11526,131,Epinephelus marginatus,104,Banyuls,"4,247,848",,,"315,072",Bouée 2 - Dôme,20210728,,09:00,09:30,"4,247,848","315,072",diving,tattoo bleu,,,
,V13AP,1352859,11527,,A69-9006-11527,131,Epinephelus marginatus,104,Banyuls,"4,247,848",,,"315,072",Bouée 2 - Dôme,20210728,,09:00,09:30,"4,247,848","315,072",diving,tattoo bleu,,,
,V13AP,1352860,11528,,A69-9006-11528,131,Epinephelus marginatus,97,Banyuls,"4,248,542",,,"315,316",Sec Jean Luc,20210803,,11:18,11:45,"4,248,542","315,316",diving,tattoo bleu,,,
,V13AP,1352860,11529,,A69-9006-11529,131,Epinephelus marginatus,97,Banyuls,"4,248,542",,,"315,316",Sec Jean Luc,20210803,,11:18,11:45,"4,248,542","315,316",diving,tattoo bleu,,,
,V13AP,1352861,11530,,A69-9006-11530,131,,,,,,,,,,,,,,,,,,,
,V13AP,1352861,11531,,A69-9006-11531,131,,,,,,,,,,,,,,,,,,,
,V13AP,1352862,11532,,A69-9006-11532,131,Epinephelus marginatus,69,Banyuls,"4,246,630",,,"316,640",Sec Rederis,20210915,,13:00,13:30,"4,246,630","316,640",diving,tattoo bleu,,,
,V13AP,1352862,11533,,A69-9006-11533,131,Epinephelus marginatus,69,Banyuls,"4,246,630",,,"316,640",Sec Rederis,20210915,,13:00,13:30,"4,246,630","316,640",diving,tattoo bleu,,,
,V13AP,1352863,11534,,A69-9006-11534,131,Epinephelus marginatus,88,Banyuls,"4,246,630",,,"316,640",Sec Rederis,20210726,,14:00,14:30,"4,246,630","316,640",diving,tattoo bleu,,,
,V13AP,1352863,11535,,A69-9006-11535,131,Epinephelus marginatus,88,Banyuls,"4,246,630",,,"316,640",Sec Rederis,20210726,,14:00,14:30,"4,246,630","316,640",diving,tattoo bleu,,,
,V13AP,1352864,11536,,A69-9006-11536,131,Epinephelus marginatus,84,Banyuls,"4,246,630",,,"316,640",Sec Rederis,20210726,,11:05,11:30,"4,246,630","316,640",diving,tattoo bleu,,,
,V13AP,1352864,11537,,A69-9006-11537,131,Epinephelus marginatus,84,Banyuls,"4,246,630",,,"316,640",Sec Rederis,20210726,,11:05,11:30,"4,246,630","316,640",diving,tattoo bleu,,,
,V13AP,1352865,11538,,A69-9006-11538,131,Epinephelus marginatus,87,Banyuls,"4,246,630",,,"316,640",Sec Rederis,20210719,,16:30,17:00,"4,246,630","316,640",diving,tattoo bleu,,,
,V13AP,1352865,11539,,A69-9006-11539,131,Epinephelus marginatus,87,Banyuls,"4,246,630",,,"316,640",Sec Rederis,20210719,,16:30,17:00,"4,246,630","316,640",diving,tattoo bleu,,,
,V13AP,1352866,11540,,A69-9006-11540,131,Epinephelus marginatus,82,Banyuls,"4,247,869",,,"315,421",Abeille nord,20210803,,12:50,13:15,"4,247,869","315,421",diving,tattoo bleu,,,
,V13AP,1352866,11541,,A69-9006-11541,131,Epinephelus marginatus,82,Banyuls,"4,247,869",,,"315,421",Abeille nord,20210803,,12:50,13:15,"4,247,869","315,421",diving,tattoo bleu,,,
Si,V13AP,1352867,11542,,A69-9006-11542,131,Epinephelus marginatus,83,Medes,"4,204,121",,,"322,644",tasco Petit,20210730,,,,"4,204,121","322,644",immersió,,,S'observa L6 i cortejant,
Si,V13AP,1352867,11543,,A69-9006-11543,131,Epinephelus marginatus,83,Medes,"4,204,121",,,"322,644",tasco Petit,20210730,,,,"4,204,121","322,644",immersió,,,,
,V13AP,1352868,11544,,A69-9006-11544,131,,,,,,,,,,,,,,,,,,,
,V13AP,1352868,11545,,A69-9006-11545,131,,,,,,,,,,,,,,,,,,,
Si,V13AP,1352869,11546,,A69-9006-11546,131,Epinephelus marginatus,100,Medes,"4,204,113",,,"322,708",tasco Petit,20210730,,,,"4,204,113","322,708",immersió,,,S'observa L6 i cortejant,
Si,V13AP,1352869,11547,,A69-9006-11547,131,Epinephelus marginatus,100,Medes,"4,204,113",,,"322,708",tasco Petit,20210730,,,,"4,204,113","322,708",immersió,,,,
Si,V13AP,1352870,11548,,A69-9006-11548,131,Epinephelus marginatus,92,Medes,"4,204,928",,,"322,317",Salpatxot,20210730,,,,"4,204,928","322,317",immersió,,,No s'observa coloració L6,
Si,V13AP,1352870,11549,,A69-9006-11549,131,Epinephelus marginatus,92,Medes,"4,204,928",,,"322,317",Salpatxot,20210730,,,,"4,204,928","322,317",immersió,,,,
Si,V13AP,1352871,11550,,A69-9006-11550,131,Epinephelus marginatus,96,Medes,"4,205,190",,,"322,206",Medallot,20213007,,,,"4,205,190","322,206",immersió,,,S'observa L6,
Si,V13AP,1352871,11551,,A69-9006-11551,131,Epinephelus marginatus,96,Medes,"4,205,190",,,"322,206",Medallot,20213007,,,,"4,205,190","322,206",immersió,,,,
Si,V13AP,1352872,11552,,A69-9006-11552,131,Epinephelus marginatus,104,Medes,"4,204,110",,,"322,686",tasco Petit,20210726,,13:51,14:05,"4,204,110","322,686",immersió,,,S'observa L6 i cortejant,
Si,V13AP,1352872,11553,,A69-9006-11553,131,Epinephelus marginatus,104,Medes,"4,204,110",,,"322,686",tasco Petit,20210726,,13:51,14:05,"4,204,110","322,686",immersió,,,,
